band_number,year,sex,colour,wing_chord,wing_flat,tail,p_9,weight,date,nest_box,clutch_size,clutch_number,no_of_young_fledged,number_hatch,location
2351.37485,2012,F,BLU,112,115,55,90,21.8,2012-05-31,SL23,6,1,6,6,SL
2351.37486,2011,M,BLU,118,121,58,93,20.2,2011-06-10,SL44,4,1,4,4,SL
2351.37486,2012,M,BLU,121,122,58,95,21,2012-06-03,SL45,5,1,5,5,SL
2351.37487,2011,F,BLU,110,112,53,85,20,2011-06-10,SL11,5,1,4,5,SL
2351.37487,2012,F,BLU,110,111,55,87,21.3,2012-05-31,SL69,6,1,6,6,SL
2351.37488,2011,F,BLU,116,120,60,91,21.1,2011-06-10,SL69,6,1,4,5,SL
2351.37488,2012,F,BLU,115,117,60,88,19.9,2012-06-07,SL10,5,1,4,4,SL
2351.37489,2011,F,BLU,111,112,55,58,21.8,2011-06-10,SL09,6,1,6,6,SL
2351.37489,2012,M,BLU,110,111,54,86,19.4,2012-06-07,SL11,6,1,6,6,SL
2351.3749,2011,M,BLU,113,117,55,92,20.8,2011-06-11,SL14,6,1,5,5,SL
2351.37491,2011,F,BLU,110,113,52,89,19.3,2011-06-11,SL58,5,1,2,3,SL
2351.37491,2012,F,BLU,113,114,54,86,18.7,2012-06-05,SL47,6,1,5,5,SL
2351.37492,2011,M,BLU,113,114,52,87,19.7,2011-06-11,SL73,6,1,6,6,SL
2351.37492,2012,M,BLU,115,116,52,88,20.1,2012-05-30,SL73,6,1,6,6,SL
2351.37493,2011,M,BLU,118,121,55,95,20.7,2011-06-11,SL24,5,1,2,3,SL
2351.37493,2012,M,BLU,119,121,57,94,19.8,2012-06-05,SL23,6,1,6,6,SL
2351.37494,2011,F,BLU,115,118,55,92,20.1,2011-06-13,SL54,5,1,2,4,SL
2351.37494,2012,F,BLU,115,117,57,94,21.3,2012-06-04,SL06,5,1,5,5,SL
2351.37495,2011,M,BLU,111,113,54,90,20.3,2011-06-13,SL69,6,1,4,5,SL
2351.37495,2012,M,BLU,112,117,45,89,19.5,2012-05-31,SL69,6,1,6,6,SL
2351.37496,2011,M,BLU,110,112,53,90,22.3,2011-06-13,SL54,5,1,2,4,SL
2351.37496,2012,M,BLU,112,114,52,92,22,2012-06-05,SL34,6,1,6,6,SL
2351.37497,2011,M,BLU,118,121,51,93,20,2011-06-13,SL45,6,1,3,4,SL
2351.37498,2011,F,BLU,112,115,53,89,19.1,2011-06-13,SL60,5,1,0,4,SL
2351.37499,2011,F,BLU,111,114,52,90,21.1,2011-06-13,SL72,6,1,6,6,SL
2351.375,2011,F,INT,112,115,54,92,18.8,2011-06-13,SL16,5,1,4,5,SL
2351.375,2012,F,BLU,114,116,52,89,19.1,2012-06-02,SL17,5,1,0,4,SL
2351.37502,2010,F,BLU,114,115,54,91,18.4,2010-06-12,SL68,6,1,5,6,SL
2351.37503,2011,F,BLU,113,115,52,86,21.4,2011-06-10,SL64,6,1,6,6,SL
2351.37503,2012,F,BLU,113,115,52,90,23.2,2012-06-05,SL46,6,1,4,4,SL
2351.37508,2011,F,BLU,113,116,54,92,22.2,2011-06-08,SL17,6,1,6,6,SL
2351.37508,2012,F,BLU,114,116,54,89,21.4,2012-05-31,SL65,6,1,6,6,SL
2351.37538,2011,F,BLU,110,112,52,90,19.1,2011-06-10,SL22,6,1,6,6,SL
2351.37538,2012,F,BLU,108,110,55,86,18.6,2012-06-08,SL52,5,1,4,4,SL
2351.37563,2012,M,BLU,121,123,54,96,19.9,2012-05-29,MC56,5,1,5,5,MC
2351.37565,2010,M,BLU,116,119,56,90,21,2010-06-12,SL65,5,1,5,5,SL
2351.37565,2011,M,BLU,112,115,57,93,21.1,2011-06-15,SL31,6,1,3,6,SL
2351.37574,2012,F,BLU,110,112,54,89,20.2,2012-06-04,SL58,6,1,0,6,SL
2351.37581,2012,F,BLU,110,117,56,89,20,2012-06-03,SL62,6,1,6,6,SL
2351.37594,2011,F,INT,108,110,53,87,21.2,2011-06-10,MC28,6,1,5,5,MC
2351.37594,2011,F,INT,108,110,53,88,20.9,2011-06-10,MC28,6,1,5,5,MC
2351.37597,2011,F,BLU,114,115.5,51.5,89,21.6,2011-06-11,SL74,5,1,4,4,SL
2351.37597,2012,F,BLU,112,114,56,89,20.9,2012-06-04,SL74,6,1,6,6,SL
2351.37603,2011,M,BLU,118,121,57,91,21.1,2011-06-13,MC25,5,1,5,5,MC
2351.37606,2011,M,BLU,121,123,50,96,19.9,2011-06-17,MC19,6,2,5,5,MC
2351.37606,2011,M,BLU,121,123,50,96,19.9,2011-06-17,MC34,5,1,4,5,MC
2351.37606,2012,M,BLU,118,119,56,92,20.8,2012-06-06,MC47,5,1,0,4,MC
2351.3763,2012,M,BLU,115,119,58,94,22,2012-06-06,MC38,4,1,3,3,MC
2351.3766,2011,M,BLU,118,122,58,92,20.2,2011-06-05,MC45,6,1,4,4,MC
2351.37691,2010,M,BLU,116,118.5,54,95,19.8,2010-06-12,MC36,5,1,3,5,MC
2351.37691,2011,M,BLU,120,124,56,96,20,2011-06-10,MC36,4,1,4,4,MC
2351.37691,2012,M,BLU,119,121,59,97,20.3,2012-06-04,MC24,6,1,5,6,MC
2351.37696,2011,M,BLU,115,119,57,94,20.5,2011-06-12,MC15,6,1,6,6,MC
2351.37714,2011,F,BLU,113,114,55,90,19.3,2011-06-13,SL15,7,1,1,6,SL
2351.37714,2012,F,BLU,111,112,54,88,21.9,2012-06-08,SL16,6,1,5,5,SL
2351.37766,2012,F,BLU,115,118,57,93,20.2,2012-06-21,MC68,5,1,3,3,MC
2351.3777,2011,F,BLU,109.5,110,51,84,20.5,2011-06-11,SL24,5,1,2,3,SL
2351.37814,2011,M,BLU,113,116,56,94,20.1,2011-06-17,MC56,5,1,3,4,MC
2351.37814,2011,M,BLU,115,118,54,91,20.97,2011-06-11,MC56,5,1,3,4,MC
2351.37828,2011,M,BLU,113,116,55,89,21,2011-06-14,MC37,4,1,3,3,MC
2351.37828,2012,M,BLU,113,118,55,90,21.8,2012-06-14,MC73,4,1,3,3,MC
2351.37846,2010,F,BRW,110,111.5,49,89,20.3,2010-06-12,MC11,5,1,3,5,MC
2351.37864,2011,M,BLU,121,123,54,96,19.85,2011-06-02,MC40,5,1,4,4,MC
2351.3787,2010,F,INT,109.5,112,51,88,20.8,2010-06-12,MC53,3,1,3,3,MC
2351.3787,2011,F,BLU,110,112,55,90,21.5,2011-06-12,MC79,5,1,5,5,MC
2351.3787,2011,F,BLU,113,116,52,89,21.6,2011-06-12,MC79,5,1,5,5,MC
2351.37884,2012,M,BLU,119,122,59,93,20.9,2012-06-02,MC77,6,1,5,5,MC
2351.37902,2011,M,BLU,112,113,56,90,19.1,2011-06-18,MC75,4,1,2,2,MC
2351.37903,2011,M,BLU,113,115,52,93,20.3,2011-06-13,SL10,6,1,0,5,SL
2351.37903,2012,M,BLU,114,117,57,91,20.3,2012-06-05,SL71,6,1,6,6,SL
2351.3793,2012,M,BLU,117,119,56,95,20.7,2012-06-04,SL33,6,1,5,6,SL
2351.37931,2012,M,BLU,116,119,56,92,20.5,2012-06-08,SL16,6,1,5,5,SL
2351.37937,2011,F,INT,108,110,52,84,19,2011-06-12,MC78,5,1,4,3,MC
2351.37937,2012,F,BLU,108,110,52,84,17.1,2012-06-06,MC38,4,1,3,3,MC
2351.37942,2011,F,BLU,115,119,57,91,18.7,2011-06-05,MC44,5,1,4,4,MC
2351.37955,2011,M,BLU,119,120,53,92,21.3,2011-06-09,SL71,6,1,4,4,SL
2351.37955,2012,M,BLU,120,123,49,93,20.9,2012-05-31,SL70,5,1,4,4,SL
2351.39701,2010,M,BLU,118,119,58,92,22.1,2010-06-01,PT15G,5,1,5,5,PT
2351.39701,2011,M,BLU,117,120,58,91,19.2,2011-06-19,PT15G,5,1,4,5,PT
2351.39702,2010,F,INT,112,114,55,90,19.8,2012-06-01,PT08K,5,1,3,3,PT
2351.39702,2010,F,INT,112,114,55,90,19.8,2012-06-01,PT01J,5,1,5,5,PT
2351.39702,2010,F,BLU,110,112,55,89,20,2012-06-01,PT08K,5,1,3,3,PT
2351.39702,2010,F,BLU,110,112,55,89,20,2012-06-01,PT01J,5,1,5,5,PT
2351.39702,2012,F,BLU,112,117,56,91,20.9,2012-05-31,PT16F,7,1,6,6,PT
2351.39702,2012,F,BLU,112,117,56,91,20.9,2012-05-31,PT02F,6,1,0,6,PT
2351.39702,2012,F,BLU,115,118,56,90,18.5,2012-06-08,PT16F,7,1,6,6,PT
2351.39702,2012,F,BLU,115,118,56,90,18.5,2012-06-08,PT02F,6,1,0,6,PT
2351.39704,2010,M,BLU,117,118,54,92,20.5,2012-06-01,PT01J,5,1,5,5,PT
2351.39704,2012,M,BLU,121,126,57,96,20.5,2012-06-02,PT01J,6,1,6,6,PT
2351.39705,2010,F,BLU,117,118,44,93,21.5,2013-06-01,PT05J,4,1,4,4,PT
2351.39705,2011,F,BLU,113,116,54,90,19.8,2011-06-20,PT14J,6,1,6,6,PT
2351.39705,2012,F,BLU,118,120,54,91,22,2012-06-07,PT15J,6,1,5,6,PT
2351.39707,2010,F,BLU,111,112,54,88,18.5,2015-06-01,PT10I,5,1,5,5,PT
2351.39707,2011,F,BLU,112,115,56,89,18.1,2011-06-19,PT08J,7,1,4,5,PT
2351.39707,2012,F,BLU,116,119,52,91,19.6,2012-06-07,PT11I,7,1,3,3,PT
2351.39708,2011,F,BLU,111,114,54,88,20.9,2011-06-17,PT16H,6,1,3,3,PT
2351.39708,2012,F,BLU,113,116,54,92,22.08,2012-06-04,PT15I,6,1,4,6,PT
2351.39709,2010,F,BLU,118,120,55,93,22,2015-06-01,PT11H,6,1,6,6,PT
2351.3971,2010,M,BLU,120,121,55,94,21.25,2015-06-01,PT16J,6,1,5,6,PT
2351.3971,2011,M,BLU,117,120,58,91,21.2,2011-06-20,PT16J,7,1,6,6,PT
2351.39711,2010,F,BLU,111,112,56,88,21.2,2017-06-01,PT01I,5,1,5,4,PT
2351.39712,2010,M,BLU,119,120,56,97,23.2,2017-06-01,PT07G,5,1,5,5,PT
2351.39712,2012,M,BLU,121,123,57,98,22.61,2012-06-02,PT07F,6,1,6,6,PT
2351.39713,2010,M,BLU,121,122,58,97,21,2017-06-01,PT09J,6,1,6,6,PT
2351.39713,2011,M,BLU,121,123,59,96,20.6,2011-06-19,PT08J,7,1,4,5,PT
2351.39713,2012,M,BLU,122,126,58,99,19.69,2012-06-04,PT08J,6,1,5,5,PT
2351.39714,2010,M,BLU,117,120,60,93,20,2017-06-01,PT09K,5,1,5,5,PT
2351.39714,2011,M,BLU,119,122,57,95,20,2011-06-17,PT09K,5,1,4,5,PT
2351.39714,2012,M,BLU,121,124,59,98,21,2012-06-02,PT09K,7,1,7,7,PT
2351.39715,2010,F,BLU,110,112,54,86,22.5,2017-06-01,PT14H,6,1,0,6,PT
2351.39716,2010,F,BLU,114,115,52,88,18.9,2017-06-01,PT18E,6,1,4,4,PT
2351.39716,2011,F,BLU,112,114,55,90,20.07,2011-06-14,PT08G,4,1,7,4,PT
2351.39717,2010,F,BLU,117,118,55,92,21.5,2018-06-01,PT04I,5,1,5,5,PT
2351.39717,2011,F,BLU,116,118,56,90,21.5,2011-06-19,PT04I,6,1,5,5,PT
2351.39717,2012,F,BLU,117,119,57,93,21.79,2012-06-05,PT04I,6,1,5,6,PT
2351.39728,2010,F,BRO,116,117,54,90,21,2020-06-01,PT14F,6,1,6,6,PT
2351.39738,2011,M,BLU,118,121,55,93,20.5,2011-06-20,PT14I,7,1,6,7,PT
2351.39752,2012,M,BLU,122,124,55,100,22.73,2012-06-02,PT05G,6,1,5,5,PT
2351.39761,2011,M,BLU,113,115,52,88,19.3,2011-06-20,PT10K,6,1,6,6,PT
2351.39761,2012,M,BLU,119,121,53,91,19.7,2012-06-12,PT09J,7,1,6,6,PT
2351.39764,2011,M,BLU,115,116,53,88,21,2011-06-22,PT10J,6,1,5,5,PT
2351.39766,2011,M,BLU,115,117,56,90,20.37,2011-06-13,PT05G,6,1,4,4,PT
2351.39766,2012,M,BLU,118,122,59,103,21.38,2012-06-02,PT08G,6,1,5,5,PT
2351.39808,2012,F,BLU,112,115,53,90,22.21,2012-06-04,PT13G,5,1,5,5,PT
2351.39809,2012,M,BLU,116,123,55,94,20.7,2012-06-02,PT04J,7,1,7,7,PT
2351.39829,2012,F,INT,117,119,53,89,18.3,2012-06-14,PT17G,6,1,5,6,PT
2351.39829,2012,F,INT,117,119,53,89,18.3,2012-06-14,PT17G,6,1,5,6,PT
2351.39829,2012,F,BLU,112,116,54,91,19.67,2012-06-04,PT17G,6,1,5,6,PT
2351.39829,2012,F,BLU,112,116,54,91,19.67,2012-06-04,PT17G,6,1,5,6,PT
2351.39846,2012,M,BLU,115,118,57,92,21,2012-06-05,PT10H,6,1,6,6,PT
2351.39899,2011,M,BLU,114,117,56,91,17,2011-06-17,PT08G,4,1,7,4,PT
2351.39935,2012,F,BLU,116,119,55,91,21.3,2012-06-09,PT07K,6,1,6,6,PT
2351.93958,2011,F,BLU,116,117,55,95,19.3,2011-06-15,SL67,5,1,3,3,SL
2401.73078,2012,M,BLU,118,122,54,94,19.61,2012-06-04,PT10K,6,1,6,6,PT
2401.77101,2011,F,BLU,111,114,54,89,19.1,2011-06-09,MC17,7,1,5,6,MC
2401.77104,2011,F,BLU,112,116,55,91,21.2,2011-06-11,MC59,6,1,6,6,MC
2401.77104,2012,F,BLU,111,115,57,86,20.4,2012-06-07,SL49,5,1,5,5,SL
2401.77107,2011,M,BLU,114,116,55,96,20.9,2011-06-12,MC02,6,1,5,5,MC
2401.77107,2012,M,BLU,115,116,58,95,19.3,2012-06-14,MC65,6,1,5,5,MC
2401.77108,2011,M,BLU,118,121,56,93,20.5,2011-06-07,MC05,5,1,5,5,MC
2401.77109,2011,M,BLU,115,116,52,88,21.5,2011-06-11,MC59,6,1,6,6,MC
2401.77109,2012,M,BLU,113,115,56,90,21.8,2012-07-02,MC80,4,2,0,4,MC
2401.77112,2012,F,BLU,109,111,54,84,20,2012-06-02,MC39,5,1,5,5,MC
2401.77114,2011,M,BLU,112,114,55,88,19.6,2011-06-12,MC64,5,1,4,4,MC
2401.77114,2012,M,BLU,114,118,60,92,20.3,2012-06-06,MC79,6,1,5,5,MC
2401.77116,2011,M,BLU,116,119,56,91,20.9,2011-06-13,MC76,5,1,4,4,MC
2401.77119,2011,F,INT,114,116,56,89,18.84,2011-06-02,MC40,5,1,4,4,MC
2401.7712,2011,M,BLU,117,121,57,94,21.87,2011-06-02,MC31,5,1,0,5,MC
2401.7712,2012,M,BLU,115,117,55,93,20.4,2012-06-06,MC26,6,1,5,5,MC
2401.77121,2011,F,BLU,112,115,52,89,21.7,2011-06-04,MC62,4,1,2,3,MC
2401.77121,2012,F,BLU,115,119,57,89,19.7,2012-06-06,MC67,3,1,0,0,MC
2401.77122,2011,F,BLU,112,115,54,87,22.5,2011-06-05,MC45,6,1,4,4,MC
2401.77122,2012,F,BLU,114,117,53,97,22.7,2012-05-30,MC55,6,1,6,6,MC
2401.77123,2011,M,BLU,114,119,56,88,20.7,2011-06-07,MC62,4,1,2,3,MC
2401.77123,2012,M,BLU,119,122,55,93,21.7,2012-06-06,MC02,6,1,3,6,MC
2401.77124,2011,M,BLU,118,121,56,91,21,2011-06-07,MC27,3,1,1,2,MC
2401.77124,2012,M,BLU,118,121,57,96,19.1,2012-06-21,MC68,5,1,3,3,MC
2401.77125,2011,F,BLU,112,114,53,90,22,2011-06-07,MC04,5,1,4,5,MC
2401.77126,2011,F,BLU,113,115,53,92,22,2011-06-09,MC36,4,1,4,4,MC
2401.77127,2011,F,BRO,109,112,53,89,22.4,2011-06-09,MC69,5,1,4,4,MC
2401.77127,2012,F,BLU,112,114,52,88,22.5,2012-05-31,MC31,6,1,5,5,MC
2401.77128,2011,F,INT,111,113,52,90,19.3,2011-06-10,MC80,6,1,3,5,MC
2401.77128,2011,F,BLU,110,114,54,86,18.5,2011-06-11,MC80,6,1,3,5,MC
2401.77128,2012,F,BLU,113,116,54,90,18.7,2012-06-06,MC54,6,1,5,5,MC
2401.77129,2011,M,BLU,114,118,53,90,20.3,2011-06-10,MC17,7,1,5,6,MC
2401.77129,2012,M,BLU,116,118,58,91,20.5,2012-06-06,MC54,6,1,5,5,MC
2401.7713,2012,M,BLU,120,122,58,97,21.9,2012-06-06,MC28,4,1,2,4,MC
2401.77131,2011,M,BLU,117,119,55,93,20.7,2011-06-10,MC24,5,1,4,4,MC
2401.77131,2012,M,BLU,121,124,55,96,21.3,2012-06-06,MC19,6,1,3,6,MC
2401.77132,2011,F,BLU,108,110,52,84,20.2,2011-06-11,MC75,4,1,2,2,MC
2401.77132,2012,F,BLU,115,117,53,87,21.5,2012-06-02,MC75,5,1,3,3,MC
2401.77133,2011,F,BLU,115,117,58,88,22.9,2011-06-11,MC65,5,1,5,5,MC
2401.77134,2011,M,BLU,114,116,54,89,18.7,2011-06-11,MC80,6,1,3,5,MC
2401.77135,2011,M,BLU,118,121,57,90,22.2,2011-06-11,MC38,6,1,5,5,MC
2401.77135,2012,M,BLU,118,124,49,98,24,2012-05-30,MC42,3,1,3,3,MC
2401.77136,2011,M,BLU,119,121,55,95,20.2,2011-06-12,MC03,6,1,4,4,MC
2401.77136,2011,M,BLU,118,120,55,92,20.2,2011-06-11,MC03,6,1,4,4,MC
2401.77136,2012,M,BLU,119,120,57,92,19.2,2012-06-14,MC03,6,1,4,4,MC
2401.77137,2011,M,BLU,118,120,51,92,20.6,2011-06-11,MC65,5,1,5,5,MC
2401.77138,2011,F,BLU,114,115.5,54,91,19,2011-06-12,MC56,5,1,3,4,MC
2401.77138,2011,F,BLU,112,114,54,93,19,2011-06-17,MC56,5,1,3,4,MC
2401.77138,2011,F,BLU,112,113,56,88,19.4,2011-06-11,MC56,5,1,3,4,MC
2401.77138,2012,F,BLU,111,115,51,93,21.1,2012-05-30,MC43,6,1,6,6,MC
2401.77139,2011,M,BLU,119,122,57,93,22.5,2011-06-11,MC14,6,1,4,5,MC
2401.7714,2011,M,BLU,121,122,56,97,21.3,2011-06-12,MC77,4,1,1,1,MC
2401.7714,2012,M,BLU,120,125,57,97,20.5,2012-06-06,MC16,6,1,2,5,MC
2401.77141,2011,F,INT,116,117,60,94,20.8,2011-06-12,MC77,4,1,1,1,MC
2401.77141,2012,F,BLU,117,120,56,90,18.9,2012-06-06,MC47,5,1,0,4,MC
2401.77142,2011,F,BLU,114,116,56,89,19.5,2011-06-12,MC52,7,1,5,5,MC
2401.77143,2011,F,BLU,115,119,56,93,20,2011-06-12,MC58,6,1,6,6,MC
2401.77144,2011,F,BLU,112,115,55,90,20.9,2011-06-12,MC72,6,1,5,6,MC
2401.77144,2012,F,BLU,112,114,56,90,19.8,2012-06-02,MC33,6,1,4,4,MC
2401.77145,2011,F,BLU,112,115,55,89,19.5,2011-06-12,MC21,6,1,6,6,MC
2401.77146,2011,F,BLU,114,116,58,90,20.5,2011-06-12,MC23,5,1,5,4,MC
2401.77147,2011,M,BLU,118,120,55,91,20.8,2011-06-12,MC78,5,1,4,3,MC
2401.77147,2012,M,BLU,117,119,59,94,20.5,2012-06-08,MC36,6,1,3,5,MC
2401.77148,2011,M,BLU,122,125,51,97,19.9,2011-06-12,MC20,5,1,1,3,MC
2401.77149,2011,M,BLU,118,119,55,90,20.2,2011-06-12,MC21,6,1,6,6,MC
2401.77149,2012,M,BLU,118,121,55,95,20.5,2012-06-06,MC40,6,1,3,3,MC
2401.7715,2011,F,BRO,110,112,52,89,22.8,2011-06-12,MC67,4,2,3,3,MC
2401.77151,2011,F,BLU,112,116,54,90,20.9,2011-06-12,MC15,6,1,6,6,MC
2401.77152,2011,M,BLU,116,118,55,97,20.9,2011-06-12,MC53,4,1,4,4,MC
2401.77153,2011,F,INT,111,113,55,90,18.55,2011-06-12,MC53,4,1,4,4,MC
2401.77153,2012,F,BLU,111,114,54,89,21.4,2012-05-29,MC56,5,1,5,5,MC
2401.77154,2011,M,BLU,115,119,54,91,18.4,2011-06-13,MC22,4,1,2,4,MC
2401.77154,2012,M,BLU,111,117,54,92,19,2012-06-08,MC22,5,1,3,5,MC
2401.77155,2011,F,BLU,110,112,54,88,20.3,2011-06-13,MC25,5,1,5,5,MC
2401.77155,2012,F,BLU,114,116,52,91,19.8,2012-06-06,MC02,6,1,3,6,MC
2401.77156,2011,M,BLU,117,120,56,92,21.2,2011-06-13,MC54,5,1,5,5,MC
2401.77156,2012,M,BLU,118,120,59,95,22.1,2012-05-31,MC52,4,1,4,4,MC
2401.77157,2011,F,INT,111,114,54,90,19.7,2011-06-14,MC48,5,1,3,3,MC
2401.77157,2012,F,BLU,110,112,54,87,18.2,2012-06-08,MC41,6,1,6,6,MC
2401.77158,2011,M,BLU,113,115,48,89,18.5,2011-06-14,MC48,5,1,3,3,MC
2401.77158,2012,M,BLU,115,117,53,91,18.6,2012-06-08,MC41,6,1,6,6,MC
2401.77159,2011,M,BLU,118,120,57,85,21.4,2011-06-14,MC67,4,2,3,3,MC
2401.7716,2011,F,BLU,111,114,52,86,19.2,2011-06-14,MC12,5,1,4,4,MC
2401.7716,2012,F,BLU,109,113,55,89,20.4,2012-06-06,MC06,7,1,5,7,MC
2401.77161,2011,M,BLU,115,118,53,89,21.1,2011-06-17,MC29,5,1,4,5,MC
2401.77161,2012,M,BLU,119,121,57,89,21.7,2012-05-30,MC29,5,1,3,3,MC
2401.77162,2011,F,INT,113,116,49,87,20.5,2011-06-18,MC51,3,2,2,2,MC
2401.77162,2012,F,BLU,117,119,51,92,23.4,2012-05-30,MC42,3,1,3,3,MC
2401.77163,2012,F,BLU,113,115,57,90,20.4,2012-06-16,MC72,5,1,5,5,MC
2401.77164,2012,F,BLU,110,113,53,91,20.3,2012-06-03,SL30,7,1,6,6,SL
2401.77165,2012,F,BLU,112,116,59,93,19.8,2012-06-06,MC19,6,1,3,6,MC
2401.77168,2012,M,BLU,116,120,55,90,19.3,2012-06-08,MC01,2,2,2,2,MC
2401.7717,2012,M,BLU,116,121,48,92,21.1,2012-05-30,MC55,6,1,6,6,MC
2401.77171,2012,M,BLU,121,123,58,97,21.9,2012-05-31,MC74,6,1,3,6,MC
2401.77172,2012,F,BLU,116,120,55,88,22.7,2012-05-31,MC34,3,1,3,3,MC
2401.77173,2012,M,BLU,118,122,54,93,19.5,2012-06-02,MC10,6,1,6,6,MC
2401.77174,2012,F,BLU,120,124,54,94,20.6,2012-06-02,MC10,6,1,6,6,MC
2401.77175,2012,M,BLU,117,118,54,94,19.9,2012-06-02,MC75,5,1,3,3,MC
2401.77176,2012,M,BLU,116,118,59,93,19.5,2012-06-02,MC15,6,1,3,3,MC
2401.77177,2012,F,BLU,114,119,55,92,18.9,2012-06-02,MC77,6,1,5,5,MC
2401.77178,2012,M,BLU,122,125,58,97,21.8,2012-06-03,SL25,6,1,4,4,SL
2401.77179,2012,F,BLU,118,120,52,95,20.9,2012-06-04,MC14,2,1,1,1,MC
2401.77181,2012,F,BLU,114,117,57,90,19.9,2012-06-04,MC60,6,1,3,4,MC
2401.77182,2012,F,BLU,116,118,62,93,19.7,2012-06-06,MC36,6,1,3,5,MC
2401.77183,2012,F,BLU,112,116,53,90,18.7,2012-06-06,MC26,6,1,5,5,MC
2401.77184,2012,F,BLU,108,112,53,88,20.2,2012-06-06,MC16,6,1,2,5,MC
2401.77185,2012,M,BLU,113,119,56,90,20.8,2012-06-06,MC06,7,1,5,7,MC
2401.77186,2012,F,BLU,112,116,56,94,20.2,2012-06-06,MC28,4,1,2,4,MC
2401.77187,2012,F,BLU,112,116,53,88,19.2,2012-06-06,MC40,6,1,3,3,MC
2401.77188,2012,M,BLU,115,119,60,92,21.4,2012-06-06,MC37,5,1,4,5,MC
2401.7719,2012,M,BLU,116,120,56,95,19.9,2012-06-08,MC70,5,1,2,2,MC
2401.77191,2012,F,INT,108,112,53,89,19.1,2012-06-08,MC70,5,1,2,2,MC
2401.77192,2012,F,BRN,114,118,54,92,21.6,2012-06-08,MC22,5,1,3,5,MC
2401.77193,2012,F,BLU,111,113,55,88,18.5,2012-06-09,MC18,5,1,3,3,MC
2401.77194,2012,F,BLU,118,118,58,93,21.5,2012-06-09,MC59,2,1,0,0,MC
2401.77196,2012,F,BLU,111,112,52,87,19.4,2012-06-12,MC07,4,1,3,4,MC
2401.77198,2012,M,BLU,114,116,50,89,21.1,2012-06-14,MC46,6,1,2,6,MC
2401.77199,2012,F,BLU,114,115,54,90,19.1,2012-06-14,MC46,6,1,2,6,MC
2401.772,2012,F,BRN,111,113,54,86,18.8,2012-06-14,MC51,3,1,0,3,MC
2401.77201,2011,F,INT,115,117,53,94,20.2,2011-06-13,SL45,6,1,3,4,SL
2401.77202,2011,F,BLU,110,111,53,89,18.3,2011-06-13,SL10,6,1,0,5,SL
2401.77202,2012,F,BLU,114,114,55,89,19.5,2012-05-30,SL01,6,1,0,5,SL
2401.77203,2011,M,BLU,117,119,57,91,20.9,2011-06-13,SL16,5,1,4,5,SL
2401.77203,2012,M,BLU,119,122,61,95,21.3,2012-06-05,SL14,5,1,5,5,SL
2401.77204,2011,M,BLU,115,117,55,92,21,2011-06-13,SL03,6,1,5,6,SL
2401.77205,2011,F,BLU,114,116,53,91,20.3,2011-06-13,SL07,7,1,6,7,SL
2401.77205,2012,F,BLU,115,117,56,89,20.9,2012-06-04,SL24,6,1,3,5,SL
2401.77206,2011,F,INT,110,112,56,90,20.5,2011-06-13,SL03,6,1,5,6,SL
2401.77206,2012,F,BLU,115,117,61,92,19.4,2012-06-09,SL66,6,1,6,6,SL
2401.77207,2011,F,BLU,121,123,55,95,19.2,2011-06-13,SL65,6,1,5,5,SL
2401.77208,2011,M,BLU,114,116,57,90,19.2,2011-06-13,SL65,6,1,5,5,SL
2401.77209,2011,M,BLU,119,120,57,87,19.8,2011-06-15,SL49,6,1,5,6,SL
2401.77209,2012,M,BLU,114,116,60,93,21.3,2012-06-07,SL49,5,1,5,5,SL
2401.7721,2011,M,BLU,114,117,54,90,20.9,2011-06-15,SL62,6,1,5,5,SL
2401.7721,2012,M,BLU,118,119,53,90,21.8,2012-06-07,SL50,6,1,5,5,SL
2401.77211,2012,M,BLU,116,119,56,94,20.1,2012-06-09,SL53,5,1,4,4,SL
2401.77213,2011,F,INT,116,118,59,91,21,2011-06-17,SL66,6,1,2,5,SL
2401.77213,2012,F,BLU,114,116,56,91,20.6,2012-06-15,SL35,6,1,1,1,SL
2401.77215,2012,M,BLU,122,124,57,94,21.8,2012-05-30,SL40,5,2,5,5,SL
2401.77215,2012,M,BLU,122,124,57,94,21.8,2012-05-30,SL40,5,2,5,5,SL
2401.77215,2012,M,BLU,124,127,59,97,20.7,2012-06-27,SL40,5,2,5,5,SL
2401.77215,2012,M,BLU,124,127,59,97,20.7,2012-06-27,SL40,5,2,5,5,SL
2401.77216,2011,M,BLU,120,122,54,97,20.5,2011-06-17,SL23,6,1,2,2,SL
2401.77217,2011,F,BRO,112,114,55,88,20.5,2011-06-17,SL28,5,1,3,5,SL
2401.77218,2011,F,BRO,110,112,52,89,19.4,2011-06-17,SL43,4,1,0,1,SL
2401.77219,2011,M,BLU,109,111,56,89,21.8,2011-06-19,SL26,5,1,4,5,SL
2401.77219,2012,M,BLU,118,119,58,95,22.2,2012-06-04,SL76,5,1,3,3,SL
2401.7722,2012,F,BLU,113,116,55,87,20.8,2012-06-02,MC23,6,1,5,6,MC
2401.7722,2012,F,BLU,114,118,56,91,19.7,2012-06-06,MC23,6,1,5,6,MC
2401.77221,2012,F,BLU,111,115,53,89,22,2012-05-28,SL68,6,1,6,6,SL
2401.77222,2012,F,BLU,116,118,56,92,22.7,2012-05-30,SL14,5,1,5,5,SL
