nest_box,band_number,year,clutch_number,day_1_weight,day_12_weight,site,nest_code
MC51,NA,1992,1,1.98,NA,MC,MC1992M51
MC51,NA,1992,1,1.9,NA,MC,MC1992M51
MC51,NA,1992,1,1.96,NA,MC,MC1992M51
MC51,NA,1992,1,1.85,NA,MC,MC1992M51
MC51,NA,1992,1,1.68,NA,MC,MC1992M51
MC52,NA,1992,1,NA,NA,MC,MC1992M52
MC01,NA,1993,1,1.31,NA,MC,MC1993M01
MC01,NA,1993,1,1.52,NA,MC,MC1993M01
MC01,NA,1993,1,1.84,NA,MC,MC1993M01
MC01,NA,1993,1,1.35,NA,MC,MC1993M01
MC01,NA,1993,1,1.43,NA,MC,MC1993M01
MC02,2091.69610,1993,1,1.35,24.7,MC,MC1993M02
MC02,2091.69613,1993,1,1.31,23.8,MC,MC1993M02
MC02,2091.69612,1993,1,1.92,25.4,MC,MC1993M02
MC02,NA,1993,1,1.67,NA,MC,MC1993M02
MC02,2091.69611,1993,1,1.55,25,MC,MC1993M02
MC02,2091.69614,1993,1,1.81,21.2,MC,MC1993M02
MC03,NA,1993,1,NA,NA,MC,MC1993M03
MC03,2091.69747,1993,2,2.04,NA,MC,MC1993M03
MC04,NA,1993,1,NA,NA,MC,MC1993M04
MC05,2091.69679,1993,1,1.82,25.2,MC,MC1993M05
MC05,2091.69678,1993,1,1.93,26.5,MC,MC1993M05
MC05,2091.69680,1993,1,2.1,20.7,MC,MC1993M05
MC05,2091.69677,1993,1,1.58,24.1,MC,MC1993M05
MC06,NA,1993,1,NA,NA,MC,MC1993M06
MC07,2091.69745,1993,2,1.39,24,MC,MC1993M07
MC07,2091.69746,1993,2,1.5,24.2,MC,MC1993M07
MC08,2091.69651,1993,1,1.42,24.6,MC,MC1993M08
MC08,NA,1993,1,2.03,23.5,MC,MC1993M08
MC08,NA,1993,1,2.07,24.4,MC,MC1993M08
MC08,2091.69652,1993,1,1.63,23.9,MC,MC1993M08
MC09,2091.6966,1993,1,2.06,25.9,MC,MC1993M09
MC09,2091.6967,1993,1,1.92,20.5,MC,MC1993M09
MC09,2091.6968,1993,1,2,21.5,MC,MC1993M09
MC10,NA,1993,1,NA,NA,MC,MC1993M10
MC11,NA,1993,1,NA,NA,MC,MC1993M11
MC12,2091.69620,1993,1,1.78,22.8,MC,MC1993M12
MC12,2091.69622,1993,1,2.17,23.1,MC,MC1993M12
MC12,2091.69621,1993,1,2.09,21.2,MC,MC1993M12
MC12,2091.69623,1993,1,1.52,25,MC,MC1993M12
MC13,2091.69731,1993,1,1.77,17,MC,MC1993M13
MC13,NA,1993,1,1.74,21.6,MC,MC1993M13
MC13,NA,1993,1,1.63,17.5,MC,MC1993M13
MC13,2091.69732,1993,1,2.1,21.6,MC,MC1993M13
MC14,NA,1993,1,NA,NA,MC,MC1993M14
MC14,NA,1993,2,NA,NA,MC,MC1993M14
MC15,NA,1993,1,NA,NA,MC,MC1993M15
MC16,2091.69707,1993,1,1.23,23.8,MC,MC1993M16
MC16,2091.69711,1993,1,1.53,22.6,MC,MC1993M16
MC16,2091.69708,1993,1,1.45,23.4,MC,MC1993M16
MC16,2091.69706,1993,1,1.43,18.4,MC,MC1993M16
MC16,2091.69709,1993,1,1.38,22.8,MC,MC1993M16
MC16,2091.69710,1993,1,1.54,23.6,MC,MC1993M16
MC17,NA,1993,1,NA,NA,MC,MC1993M17
MC18,2091.69667,1993,1,1.43,21.5,MC,MC1993M18
MC18,NA,1993,1,1.2,NA,MC,MC1993M18
MC18,NA,1993,1,1.67,26.1,MC,MC1993M18
MC18,2091.69665,1993,1,1.47,21.8,MC,MC1993M18
MC18,2091.69666,1993,1,1.46,22.5,MC,MC1993M18
MC19,2091.69672,1993,1,2,21.5,MC,MC1993M19
MC19,2091.69674,1993,1,1.77,23.7,MC,MC1993M19
MC19,2091.69673,1993,1,1.99,24.6,MC,MC1993M19
MC19,2091.69675,1993,1,1.14,21.7,MC,MC1993M19
MC19,2091.69676,1993,1,26.1,NA,MC,MC1993M19
MC20,2091.69635,1993,1,1.59,25.5,MC,MC1993M20
MC20,2091.69636,1993,1,1.75,23.4,MC,MC1993M20
MC21,2091.69628,1993,1,1.49,26.4,MC,MC1993M21
MC21,2091.69627,1993,1,1.46,25.6,MC,MC1993M21
MC21,2091.69624,1993,1,1.69,24.4,MC,MC1993M21
MC21,2091.69626,1993,1,1.26,24.5,MC,MC1993M21
MC21,2091.69625,1993,1,1.45,23.4,MC,MC1993M21
MC21,NA,1993,2,NA,NA,MC,MC1993M21
MC22,NA,1993,1,1.28,24,MC,MC1993M22
MC22,2091.69654,1993,1,1.63,28,MC,MC1993M22
MC22,2091.69653,1993,1,2.04,25.9,MC,MC1993M22
MC22,2091.69655,1993,1,1.62,25.3,MC,MC1993M22
MC23,2091.69719,1993,1,1.43,23.2,MC,MC1993M23
MC23,2091.69717,1993,1,1.41,20.2,MC,MC1993M23
MC23,2091.69718,1993,1,1.34,22.8,MC,MC1993M23
MC23,2091.69715,1993,1,1.65,20,MC,MC1993M23
MC23,2091.69716,1993,1,1.76,14.1,MC,MC1993M23
MC24,2091.69747,1993,2,3.28,NA,MC,MC1993M24
MC24,2091.69750,1993,2,2.42,NA,MC,MC1993M24
MC24,2091.69749,1993,2,2.74,NA,MC,MC1993M24
MC24,2091.69751,1993,2,NA,NA,MC,MC1993M24
MC25,2091.69629,1993,1,2.07,23.7,MC,MC1993M25
MC25,2091.69630,1993,1,1.71,22.7,MC,MC1993M25
MC25,2091.69631,1993,1,1.33,23.9,MC,MC1993M25
MC26,2091.69615,1993,1,1.6,23,MC,MC1993M26
MC26,2091.69619,1993,1,1.76,24.4,MC,MC1993M26
MC26,2091.69617,1993,1,1.62,25.2,MC,MC1993M26
MC26,2091.69616,1993,1,1.5,21.5,MC,MC1993M26
MC26,2091.69618,1993,1,1.54,24,MC,MC1993M26
MC27,NA,1993,1,NA,NA,MC,MC1993M27
MC28,2091.69720,1993,1,1.19,26.1,MC,MC1993M28
MC28,2091.69721,1993,1,1.31,24.7,MC,MC1993M28
MC28,2091.69722,1993,1,1.51,24,MC,MC1993M28
MC28,2091.69723,1993,1,1.35,24.7,MC,MC1993M28
MC29,2091.69736,1993,1,1.56,26,MC,MC1993M29
MC29,2091.69733,1993,1,1.61,24.6,MC,MC1993M29
MC29,2091.69735,1993,1,1.61,24.9,MC,MC1993M29
MC29,2091.69734,1993,1,1.95,24.5,MC,MC1993M29
MC29,2091.69737,1993,1,1.78,21.5,MC,MC1993M29
MC30,NA,1993,1,NA,NA,MC,MC1993M30
MC31,NA,1993,1,NA,NA,MC,MC1993M31
MC31A,2091.69747,1993,1,1.89,NA,MC,MC1993M31A
MC31A,2091.69749,1993,1,1.66,NA,MC,MC1993M31A
MC31A,2091.69748,1993,1,1.85,NA,MC,MC1993M31A
MC31A,2091.69750,1993,1,1,NA,MC,MC1993M31A
MC31B,2091.69738,1993,1,1.99,20.3,MC,MC1993M31B
MC31B,2091.69739,1993,1,1.18,23.2,MC,MC1993M31B
MC31B,NA,1993,1,1.32,NA,MC,MC1993M31B
MC31B,NA,1993,1,1.7,NA,MC,MC1993M31B
MC31B,NA,1993,1,1.8,NA,MC,MC1993M31B
MC32,NA,1993,1,NA,NA,MC,MC1993M32
MC33,NA,1993,1,1.81,25.8,MC,MC1993M33
MC33,NA,1993,1,2.23,24.5,MC,MC1993M33
MC33,NA,1993,1,1.96,23.4,MC,MC1993M33
MC33,NA,1993,1,1.84,23.6,MC,MC1993M33
MC33,NA,1993,1,2.08,23.3,MC,MC1993M33
MC34,2091.69641,1993,1,2.37,17.2,MC,MC1993M34
MC34,NA,1993,1,2.1,22.3,MC,MC1993M34
MC34,2091.69643,1993,1,2.24,NA,MC,MC1993M34
MC34,2091.69642,1993,1,2.4,23.4,MC,MC1993M34
MC34,NA,1993,1,2.19,22.1,MC,MC1993M34
MC35,NA,1993,1,NA,NA,MC,MC1993M35
MC36,NA,1993,1,NA,NA,MC,MC1993M36
MC36,NA,1993,2,NA,NA,MC,MC1993M36
MC37,NA,1993,1,NA,NA,MC,MC1993M37
MC37,2091.69759,1993,2,2.27,NA,MC,MC1993M37
MC37,2091.69763,1993,2,1.84,24.7,MC,MC1993M37
MC37,2091.69761,1993,2,2.12,NA,MC,MC1993M37
MC37,2091.69760,1993,2,2.2,NA,MC,MC1993M37
MC37,2091.69762,1993,2,1.98,NA,MC,MC1993M37
MC38,2091.69644,1993,1,1.74,26.1,MC,MC1993M38
MC38,2091.69646,1993,1,1.74,25,MC,MC1993M38
MC38,2091.69645,1993,1,1.86,24,MC,MC1993M38
MC38,2091.69647,1993,1,1.49,NA,MC,MC1993M38
MC39,NA,1993,1,NA,NA,MC,MC1993M39
MC40,2091.69713,1993,1,1.28,24.1,MC,MC1993M40
MC40,NA,1993,1,1.14,NA,MC,MC1993M40
MC40,2091.69714,1993,1,2,17.8,MC,MC1993M40
MC40,2091.69712,1993,1,1.72,24.5,MC,MC1993M40
MC41,NA,1993,1,NA,NA,MC,MC1993M41
MC41A,NA,1993,1,NA,NA,MC,MC1993M41A
MC41B,NA,1993,1,NA,NA,MC,MC1993M41B
MC41C,NA,1993,1,NA,NA,MC,MC1993M41C
MC41D,NA,1993,1,NA,NA,MC,MC1993M41D
MC41E,NA,1993,1,NA,NA,MC,MC1993M41E
MC41F,NA,1993,1,NA,NA,MC,MC1993M41F
MC41G,2091.69671,1993,1,1.5,21.6,MC,MC1993M41G
MC42,NA,1993,1,NA,NA,MC,MC1993M42
MC43,NA,1993,1,NA,NA,MC,MC1993M43
MC44,NA,1993,1,NA,NA,MC,MC1993M44
MC45,NA,1993,1,NA,NA,MC,MC1993M45
MC46,NA,1993,1,NA,NA,MC,MC1993M46
MC47,2091.69728,1993,1,1.84,24,MC,MC1993M47
MC47,2091.69726,1993,1,2.1,22.7,MC,MC1993M47
MC47,2091.69724,1993,1,2.34,24.3,MC,MC1993M47
MC47,2091.69725,1993,1,2.4,24.5,MC,MC1993M47
MC47,2091.69727,1993,1,2.4,27,MC,MC1993M47
MC48,NA,1993,1,NA,NA,MC,MC1993M48
MC49,NA,1993,1,NA,NA,MC,MC1993M49
MC50,2091.69633,1993,1,1.19,24.6,MC,MC1993M50
MC50,2091.69632,1993,1,1.48,24.4,MC,MC1993M50
MC50,2091.69634,1993,1,1.68,24.9,MC,MC1993M50
MC50A,2091.69756,1993,1,1.68,NA,MC,MC1993M50A
MC50A,2091.69758,1993,1,1.73,NA,MC,MC1993M50A
MC50A,2091.69757,1993,1,1.43,NA,MC,MC1993M50A
MC50B,2091.69730,1993,1,1.93,23.9,MC,MC1993M50B
MC50B,2091.69729,1993,1,1.82,25,MC,MC1993M50B
MC50C,NA,1993,1,NA,NA,MC,MC1993M50C
MC50D,2091.69661,1993,1,1.63,22.5,MC,MC1993M50D
MC50D,2091.69660,1993,1,1.8,26.2,MC,MC1993M50D
MC50D,2091.69662,1993,1,1.99,23.1,MC,MC1993M50D
MC50D,2091.69664,1993,1,2.43,21.9,MC,MC1993M50D
MC50D,2091.69663,1993,1,2.43,23.9,MC,MC1993M50D
MC50E,NA,1993,1,NA,NA,MC,MC1993M50E
MC50G,NA,1993,1,NA,NA,MC,MC1993M50G
MC51,2091.69744,1993,1,1.73,24.4,MC,MC1993M51
MC51,2091.69740,1993,1,1.55,21.4,MC,MC1993M51
MC51,2091.69742,1993,1,1.34,21.1,MC,MC1993M51
MC51,2091.69741,1993,1,1.68,24.7,MC,MC1993M51
MC51,2091.69743,1993,1,1.41,21.3,MC,MC1993M51
MC52,NA,1993,1,NA,NA,MC,MC1993M52
MC01,NA,1994,1,NA,NA,MC,MC1994M01
MC02,NA,1994,1,NA,NA,MC,MC1994M02
MC02,2131.38356,1994,2,1.54,NA,MC,MC1994M02
MC02,2131.38354,1994,2,1.62,NA,MC,MC1994M02
MC02,2131.38355,1994,2,1.61,NA,MC,MC1994M02
MC03,2131.38260,1994,1,1.52,18.9,MC,MC1994M03
MC03,NA,1994,1,1.39,NA,MC,MC1994M03
MC03,2131.38258,1994,1,1.45,17,MC,MC1994M03
MC03,2131.38257,1994,1,1.21,18.1,MC,MC1994M03
MC03,2131.38259,1994,1,1.48,15,MC,MC1994M03
MC03,NA,1994,1,1.39,NA,MC,MC1994M03
MC04,NA,1994,1,NA,NA,MC,MC1994M04
MC05,2131.38241,1994,1,1.81,22.2,MC,MC1994M05
MC05,2131.38243,1994,1,1.75,20.2,MC,MC1994M05
MC05,2131.38242,1994,1,1.81,21.4,MC,MC1994M05
MC05,2131.38245,1994,1,1.9,23.3,MC,MC1994M05
MC05,2131.38244,1994,1,2.12,22.4,MC,MC1994M05
MC06,2131.38374,1994,1,1.31,NA,MC,MC1994M06
MC06,2131.38375,1994,1,1.72,NA,MC,MC1994M06
MC06,2131.38376,1994,1,2.01,NA,MC,MC1994M06
MC07,2131.38275,1994,1,NA,24.1,MC,MC1994M07
MC07,2131.38277,1994,1,4,21.6,MC,MC1994M07
MC07,2131.38276,1994,1,NA,23.5,MC,MC1994M07
MC07,2131.38278,1994,1,3.79,21.1,MC,MC1994M07
MC08,NA,1994,1,NA,NA,MC,MC1994M08
MC09,2131.38359,1994,1,2.14,21.3,MC,MC1994M09
MC09,2131.38358,1994,1,2.04,18.1,MC,MC1994M09
MC09,2131.38360,1994,1,1.7,21.9,MC,MC1994M09
MC09,2131.38357,1994,1,1.58,18.3,MC,MC1994M09
MC09,2131.38361,1994,1,1.44,19,MC,MC1994M09
MC10,2131.38394,1994,1,1.59,NA,MC,MC1994M10
MC10,2131.38393,1994,1,1.49,NA,MC,MC1994M10
MC11,NA,1994,1,NA,NA,MC,MC1994M11
MC11,2131.38363,1994,2,NA,NA,MC,MC1994M11
MC11,NA,1994,2,1.5,NA,MC,MC1994M11
MC11,2131.38362,1994,2,1.8,NA,MC,MC1994M11
MC12,2131.38226,1994,1,1.75,20,MC,MC1994M12
MC12,NA,1994,1,2.01,NA,MC,MC1994M12
MC12,2131.38223,1994,1,1.83,20.7,MC,MC1994M12
MC12,2131.38225,1994,1,1.81,22.6,MC,MC1994M12
MC12,2131.38224,1994,1,1.99,19.9,MC,MC1994M12
MC13,NA,1994,1,NA,NA,MC,MC1994M13
MC13,2131.38349,1994,2,1.56,20.6,MC,MC1994M13
MC13,2131.38353,1994,2,1.26,23.2,MC,MC1994M13
MC13,2131.38351,1994,2,1.12,22.4,MC,MC1994M13
MC13,2131.38350,1994,2,1.1,20.9,MC,MC1994M13
MC13,2131.38352,1994,2,1.07,20.5,MC,MC1994M13
MC14,2131.38221,1994,1,1.31,21.1,MC,MC1994M14
MC14,2131.38217,1994,1,2.41,21,MC,MC1994M14
MC14,2131.38219,1994,1,2,21.3,MC,MC1994M14
MC14,2131.38218,1994,1,2.23,23.8,MC,MC1994M14
MC14,2131.38220,1994,1,1.69,21,MC,MC1994M14
MC15,NA,1994,1,NA,NA,MC,MC1994M15
MC15,NA,1994,2,1.57,NA,MC,MC1994M15
MC15,NA,1994,2,1.72,NA,MC,MC1994M15
MC15,NA,1994,2,1.62,NA,MC,MC1994M15
MC15,NA,1994,2,1.81,NA,MC,MC1994M15
MC15,NA,1994,2,1.94,NA,MC,MC1994M15
MC15,NA,1994,2,1.46,NA,MC,MC1994M15
MC16,NA,1994,1,NA,NA,MC,MC1994M16
MC16,NA,1994,2,2.02,NA,MC,MC1994M16
MC16,NA,1994,2,1.68,NA,MC,MC1994M16
MC16,NA,1994,2,1.96,NA,MC,MC1994M16
MC17,2131.38347,1994,1,1.1,20.5,MC,MC1994M17
MC17,2131.38346,1994,1,1.58,22.3,MC,MC1994M17
MC17,2131.38348,1994,1,1.41,22,MC,MC1994M17
MC17,2131.38345,1994,1,1.15,20.2,MC,MC1994M17
MC18,2131.38398,1994,1,1.62,22.5,MC,MC1994M18
MC18,2131.38397,1994,1,1.7,23.6,MC,MC1994M18
MC18,2131.38399,1994,1,1.53,22.6,MC,MC1994M18
MC18,2131.38396,1994,1,1.39,22.4,MC,MC1994M18
MC19,2131.38216,1994,1,1.6,18.6,MC,MC1994M19
MC19,2131.38212,1994,1,1.55,20.4,MC,MC1994M19
MC19,2131.38214,1994,1,1.77,21.1,MC,MC1994M19
MC19,2131.38213,1994,1,1.91,19.7,MC,MC1994M19
MC19,2131.38215,1994,1,1.79,18,MC,MC1994M19
MC20,2131.38337,1994,1,2.04,22.3,MC,MC1994M20
MC20,2131.38339,1994,1,1.87,23.1,MC,MC1994M20
MC20,2131.38338,1994,1,2,22.1,MC,MC1994M20
MC20,2131.38340,1994,1,1.61,22.4,MC,MC1994M20
MC21,2131.38274,1994,1,1.54,NA,MC,MC1994M21
MC21,2131.38273,1994,1,1.5,NA,MC,MC1994M21
MC22,2131.38400,1994,1,1.85,24.1,MC,MC1994M22
MC22,2131.38202,1994,1,1.82,23.7,MC,MC1994M22
MC22,2131.38201,1994,1,2.06,22.7,MC,MC1994M22
MC22,2131.38203,1994,1,1.76,25.4,MC,MC1994M22
MC23A,2131.38256,1994,1,1.72,20.5,MC,MC1994M23A
MC23A,2131.38253,1994,1,1.97,23.1,MC,MC1994M23A
MC23A,2131.38255,1994,1,1.67,21.8,MC,MC1994M23A
MC23A,2131.38254,1994,1,1.92,23.3,MC,MC1994M23A
MC23B,NA,1994,1,NA,NA,MC,MC1994M23B
MC24,2131.38316,1994,1,1.48,24.5,MC,MC1994M24
MC24,2131.38317,1994,1,1.28,24.9,MC,MC1994M24
MC24,2131.38313,1994,1,1.58,26.6,MC,MC1994M24
MC24,2131.38315,1994,1,1.36,22.7,MC,MC1994M24
MC24,2131.38312,1994,1,1.68,25.2,MC,MC1994M24
MC24,2131.38314,1994,1,1.39,23.6,MC,MC1994M24
MC25,NA,1994,1,NA,NA,MC,MC1994M25
MC26,2131.38358,1994,1,1.4,NA,MC,MC1994M26
MC26,2131.38357,1994,1,NA,NA,MC,MC1994M26
MC26,2131.38359,1994,1,1.53,NA,MC,MC1994M26
MC27,NA,1994,1,NA,NA,MC,MC1994M27
MC27,2131.38246,1994,2,1.52,22.3,MC,MC1994M27
MC27,2131.38247,1994,2,1.52,23.6,MC,MC1994M27
MC27,2131.38248,1994,2,1.85,23.1,MC,MC1994M27
MC28,NA,1994,1,1.37,NA,MC,MC1994M28
MC28,NA,1994,1,1.32,NA,MC,MC1994M28
MC28,NA,1994,1,1.63,NA,MC,MC1994M28
MC29,NA,1994,1,NA,NA,MC,MC1994M29
MC30,2131.38395,1994,1,1.11,NA,MC,MC1994M30
MC31,2131.38231,1994,1,1.56,21.4,MC,MC1994M31
MC31,2131.38227,1994,1,1.93,17.9,MC,MC1994M31
MC31,2131.38229,1994,1,1.68,22.9,MC,MC1994M31
MC31,2131.38228,1994,1,1.85,21.6,MC,MC1994M31
MC31,2131.38230,1994,1,1.59,21.9,MC,MC1994M31
MC32,2131.38237,1994,1,1.79,18.3,MC,MC1994M32
MC32,2131.38239,1994,1,1.41,22.9,MC,MC1994M32
MC32,2131.38238,1994,1,1.4,19.4,MC,MC1994M32
MC32,2131.38240,1994,1,1.43,17.5,MC,MC1994M32
MC33,NA,1994,1,1.75,NA,MC,MC1994M33
MC33,NA,1994,1,1.68,NA,MC,MC1994M33
MC33,NA,1994,1,1.95,NA,MC,MC1994M33
MC33,NA,1994,1,1.6,NA,MC,MC1994M33
MC34,2131.38385,1994,1,1.88,22.8,MC,MC1994M34
MC34,2131.38387,1994,1,2.24,23.1,MC,MC1994M34
MC34,2131.38386,1994,1,2.81,23.1,MC,MC1994M34
MC34,2131.38388,1994,1,2.31,22.2,MC,MC1994M34
MC35,2131.38250,1994,1,21.6,NA,MC,MC1994M35
MC35,2131.38251,1994,1,22.2,NA,MC,MC1994M35
MC35,2131.38252,1994,1,22.7,NA,MC,MC1994M35
MC35,2131.38249,1994,1,2.54,21.6,MC,MC1994M35
MC35,2131.38249,1994,1,2.08,NA,MC,MC1994M35
MC35,2131.38251,1994,1,1.95,22.7,MC,MC1994M35
MC35,2131.38250,1994,1,2.28,22.2,MC,MC1994M35
MC35,2131.38252,1994,1,2.08,25,MC,MC1994M35
MC36,NA,1994,1,NA,NA,MC,MC1994M36
MC37,NA,1994,1,NA,NA,MC,MC1994M37
MC38,2131.38208,1994,1,1.54,22.9,MC,MC1994M38
MC38,2131.38210,1994,1,1.48,22.7,MC,MC1994M38
MC38,2131.38209,1994,1,1.47,23,MC,MC1994M38
MC38,2131.38211,1994,1,1.52,18.8,MC,MC1994M38
MC39,NA,1994,1,NA,NA,MC,MC1994M39
MC40,2131.38381,1994,1,2.08,16.9,MC,MC1994M40
MC40,2131.38383,1994,1,1.87,17.3,MC,MC1994M40
MC40,2131.38382,1994,1,1.79,17.8,MC,MC1994M40
MC40,2131.38384,1994,1,1.76,18.6,MC,MC1994M40
MC40,NA,1994,1,2.21,NA,MC,MC1994M40
MC41,NA,1994,1,NA,NA,MC,MC1994M41
MC41,NA,1994,2,NA,NA,MC,MC1994M41
MC42,NA,1994,1,NA,NA,MC,MC1994M42
MC43,NA,1994,1,NA,NA,MC,MC1994M43
MC44,2131.38343,1994,1,1.38,NA,MC,MC1994M44
MC44,2131.38344,1994,1,1.05,NA,MC,MC1994M44
MC44,NA,1994,1,1.22,NA,MC,MC1994M44
MC45,NA,1994,1,NA,NA,MC,MC1994M45
MC46,2131.38372,1994,1,1.53,22.4,MC,MC1994M46
MC46,2131.38373,1994,1,1.69,25.6,MC,MC1994M46
MC46,2131.38370,1994,1,1.5,25.1,MC,MC1994M46
MC46,2131.38371,1994,1,1.19,22.5,MC,MC1994M46
MC47,NA,1994,1,NA,NA,MC,MC1994M47
MC47,2131.38379,1994,2,1.58,25.2,MC,MC1994M47
MC47,2131.38378,1994,2,1.44,24.7,MC,MC1994M47
MC47,2131.38380,1994,2,1.52,13.6,MC,MC1994M47
MC47,2131.38381,1994,2,1.79,22.5,MC,MC1994M47
MC48,NA,1994,1,NA,NA,MC,MC1994M48
MC49,NA,1994,1,NA,NA,MC,MC1994M49
MC49,2131.38264,1994,2,1.69,21.2,MC,MC1994M49
MC49,2131.38263,1994,2,1.47,21.1,MC,MC1994M49
MC49,2131.38265,1994,2,1.54,22,MC,MC1994M49
MC49,2131.38266,1994,2,1.4,20,MC,MC1994M49
MC49,2131.38262,1994,2,2.11,24.1,MC,MC1994M49
MC50,2131.38206,1994,1,1.52,23.6,MC,MC1994M50
MC50,2131.38207,1994,1,1.47,24.5,MC,MC1994M50
MC50,2131.38204,1994,1,1.67,21,MC,MC1994M50
MC50,2131.38205,1994,1,1.55,22.9,MC,MC1994M50
MC50,NA,1994,1,0.94,NA,MC,MC1994M50
MC51,2131.38389,1994,1,1.7,20.5,MC,MC1994M51
MC51,2131.38391,1994,1,1.73,16.1,MC,MC1994M51
MC51,2131.38390,1994,1,1.75,18.3,MC,MC1994M51
MC51,2131.38392,1994,1,1.39,21.3,MC,MC1994M51
MC52,2131.38267,1994,1,2.1,NA,MC,MC1994M52
MC52,2131.38269,1994,1,1.26,NA,MC,MC1994M52
MC52,2131.38268,1994,1,1.71,NA,MC,MC1994M52
MC60,NA,1994,1,NA,NA,MC,MC1994M60
MC61,2131.38261,1994,1,NA,31.3,MC,MC1994M61
MC62,2131.38272,1994,1,1.53,NA,MC,MC1994M62
MC62,2131.38271,1994,1,1.57,NA,MC,MC1994M62
MC62,2131.38270,1994,1,1.43,NA,MC,MC1994M62
MC63,NA,1994,1,NA,NA,MC,MC1994M63
MC64,2131.38236,1994,1,1.49,17,MC,MC1994M64
MC64,2131.38234,1994,1,1.55,20.7,MC,MC1994M64
MC64,2131.38233,1994,1,1.66,18.4,MC,MC1994M64
MC64,2131.38235,1994,1,1.46,18,MC,MC1994M64
MC64,2131.38232,1994,1,1.31,20.5,MC,MC1994M64
MC65,2131.38369,1994,1,1.57,NA,MC,MC1994M65
MC65,2131.38368,1994,1,1.45,NA,MC,MC1994M65
MC65,2131.38367,1994,1,1.35,NA,MC,MC1994M65
MC66,NA,1994,1,NA,NA,MC,MC1994M66
MC01,NA,1995,1,1.49,NA,MC,MC1995M01
MC01,NA,1995,1,1.39,NA,MC,MC1995M01
MC01,NA,1995,1,1.43,NA,MC,MC1995M01
MC01,NA,1995,1,1.4,NA,MC,MC1995M01
MC01,NA,1995,1,1.52,NA,MC,MC1995M01
MC02,2161.26017,1995,1,1.1,20.1,MC,MC1995M02
MC02,2161.26021,1995,1,1.45,19.4,MC,MC1995M02
MC02,2161.26019,1995,1,1.4,24.1,MC,MC1995M02
MC02,NA,1995,1,1.4,NA,MC,MC1995M02
MC02,2161.26018,1995,1,1.4,24.3,MC,MC1995M02
MC02,2161.26020,1995,1,1.4,20.2,MC,MC1995M02
MC03,NA,1995,1,NA,NA,MC,MC1995M03
MC03,2161.26597,1995,2,1.4,NA,MC,MC1995M03
MC03,2161.26594,1995,2,2,NA,MC,MC1995M03
MC03,2161.26596,1995,2,2.4,NA,MC,MC1995M03
MC03,2161.26595,1995,2,1.5,NA,MC,MC1995M03
MC04,NA,1995,1,NA,NA,MC,MC1995M04
MC04,2161.27006,1995,2,1.92,NA,MC,MC1995M04
MC04,2161.27004,1995,2,1.8,NA,MC,MC1995M04
MC04,2161.27003,1995,2,1.4,NA,MC,MC1995M04
MC04,2161.27005,1995,2,1.82,NA,MC,MC1995M04
MC05,NA,1995,1,NA,NA,MC,MC1995M05
MC05,2161.26532,1995,2,1.5,23.1,MC,MC1995M05
MC06,2161.26598,1995,1,1.9,18.2,MC,MC1995M06
MC07,2161.26037,1995,1,1.6,12.6,MC,MC1995M07
MC07,2161.26039,1995,1,1.4,15.4,MC,MC1995M07
MC07,2161.26038,1995,1,1.5,13,MC,MC1995M07
MC07,2161.26040,1995,1,1.4,NA,MC,MC1995M07
MC08,2161.27010,1995,1,1.61,NA,MC,MC1995M08
MC08,2161.27012,1995,1,1.21,NA,MC,MC1995M08
MC09,NA,1995,1,1.61,NA,MC,MC1995M09
MC09,NA,1995,1,1.21,NA,MC,MC1995M09
MC09,NA,1995,1,1.61,NA,MC,MC1995M09
MC09,NA,1995,2,2.5,NA,MC,MC1995M09
MC09,NA,1995,2,2.31,NA,MC,MC1995M09
MC09,NA,1995,2,2.18,NA,MC,MC1995M09
MC09,NA,1995,2,1.5,21,MC,MC1995M09
MC10,2161.26731,1995,1,1.53,24,MC,MC1995M10
MC10,2161.26732,1995,1,1.42,24,MC,MC1995M10
MC10,2161.26733,1995,1,1.41,22,MC,MC1995M10
MC10,2161.26735,1995,1,1.38,NA,MC,MC1995M10
MC10,2161.26734,1995,1,3,23,MC,MC1995M10
MC11,NA,1995,1,NA,NA,MC,MC1995M11
MC12,NA,1995,1,1.62,NA,MC,MC1995M12
MC12,NA,1995,1,2.41,NA,MC,MC1995M12
MC12,NA,1995,1,1.9,NA,MC,MC1995M12
MC12,NA,1995,1,2.27,NA,MC,MC1995M12
MC13,NA,1995,1,1.65,NA,MC,MC1995M13
MC13,NA,1995,1,1.48,NA,MC,MC1995M13
MC13,NA,1995,1,1.5,NA,MC,MC1995M13
MC13,NA,1995,1,1.55,NA,MC,MC1995M13
MC13,NA,1995,1,1.7,NA,MC,MC1995M13
MC14,NA,1995,1,1.9,NA,MC,MC1995M14
MC15,2161.26009,1995,1,1.4,22.4,MC,MC1995M15
MC15,2161.26010,1995,1,1.4,23.5,MC,MC1995M15
MC16,NA,1995,1,1.23,NA,MC,MC1995M16
MC16,NA,1995,1,2.3,NA,MC,MC1995M16
MC16,NA,1995,1,1.7,NA,MC,MC1995M16
MC16,NA,1995,1,2,NA,MC,MC1995M16
MC17,-167.,1995,1,1.8,NA,MC,MC1995M17
MC17,-163.,1995,1,1.31,NA,MC,MC1995M17
MC17,-166.,1995,1,1.31,NA,MC,MC1995M17
