band_or_recapture,band_number,sex,colour,wing_chord,wing_flat,tail,p_9,weight,date,nest_box,age_code,year
B,2411.77212,M,BLU,110,115,55,94,18.5,2011-06-15,SL29,AHY,2011
R,2411.79113,M,BLU,116,117,55,92,20.4,2011-06-10,MC4,AHY,2011
R,1881.06779,F,BLU,112,115,55,91,20.75,2012-05-28,SL39,ASY,2012
R,2221.31831,F,BLU,113,115,53,91,21.5,2012-05-28,SL18,ASY,2012
R,2351.37442,M,BLU,119,122,58,98,20.8,2012-05-28,SL18,ASY,2012
R,2351.37454,M,BLU,122,123,59,97,22,2012-05-28,SL68,ASY,2012
B,2401.77221,F,BLU,111,115,53,89,22,2012-05-28,SL68,ASY,2012
R,2351.37437,F,BLU,111,115,51,89,20.1,2012-05-29,MC29,ASY,2012
R,2351.37563,M,BLU,121,123,54,96,19.9,2012-05-29,MC56,AHY,2012
R,2401.77153,F,BLU,111,114,54,89,21.4,2012-05-29,MC56,ASY,2012
R,1881.06771,M,BLU,121,123,56,93,21,2012-05-30,SL72,AHY,2012
R,1881.06924,M,BLU,123,125,60,96,22.1,2012-05-30,SL13,AHY,2012
R,1881.06987,F,BLU,120,121,56,95,20.8,2012-05-30,SL60,ASY,2012
R,2171.20093,F,BLU,112,115,55,93,16.8,2012-05-30,SL40,ASY,2012
R,2221.31605,M,BLU,119,121,53,96,22.3,2012-05-30,SL80,AHY,2012
R,2351.37082,F,BLU,111,113,52,87,20.8,2012-05-30,SL80,ASY,2012
R,2351.37435,M,BLU,123,125,56,95,21,2012-05-30,SL57,AHY,2012
R,2351.37468,M,BLU,122,123,56,97,23.9,2012-05-30,SL1,AHY,2012
R,2351.37478,F,BLU,116,119,57,92,20,2012-05-30,SL57,ASY,2012
R,2351.37492,M,BLU,115,116,52,88,20.1,2012-05-30,SL73,AHY,2012
R,2401.77122,F,BLU,114,117,53,97,22.7,2012-05-30,MC55,ASY,2012
R,2401.77135,M,BLU,118,124,49,98,24,2012-05-30,MC42,AHY,2012
R,2401.77138,F,BLU,111,115,51,93,21.1,2012-05-30,MC43,ASY,2012
R,2401.77161,M,BLU,119,121,57,89,21.7,2012-05-30,MC29,AHY,2012
R,2401.77162,F,BLU,117,119,51,92,23.4,2012-05-30,MC42,ASY,2012
B,2401.7717,M,BLU,116,121,48,92,21.1,2012-05-30,MC55,AHY,2012
R,2401.77202,F,BLU,114,114,55,89,19.5,2012-05-30,SL1,ASY,2012
R,2401.77215,M,BLU,122,124,57,94,21.8,2012-05-30,SL40,AHY,2012
B,2401.77222,F,BLU,116,118,56,92,22.7,2012-05-30,SL14,ASY,2012
B,2401.77223,F,BLU,116,117,59,89,21.8,2012-05-30,SL72,ASY,2012
B,2401.77224,F,BLU,119,120,58,94,22,2012-05-30,SL13,ASY,2012
B,2401.77225,F,BLU,115,117,57,91,21.3,2012-05-30,SL73,ASY,2012
B,2401.77226,M,BLU,116,119,53,88,21.1,2012-05-30,SL39,AHY,2012
B,2401.77227,M,BLU,115,117,52,89,20.6,2012-05-30,SL60,AHY,2012
R,1881.06378,F,BLU,116,117,54,92,20.7,2012-05-31,MC74,ASY,2012
R,2221.31738,M,BLU,119,121,51,95,20.9,2012-05-31,SL12,AHY,2012
R,2221.31802,M,BLU,122,122,60,94,20,2012-05-31,MC43,AHY,2012
R,2311.91242,F,BLU,114,115,46,87,21.1,2012-05-31,SL70,ASY,2012
R,2311.93943,F,BLU,117,117,51,93,20.8,2012-05-31,SL67,ASY,2012
R,2321.2374,F,BLU,116,118,47,92,21.8,2012-05-31,SL5,ASY,2012
R,2351.37086,F,BLU,114,117,54,91,22.7,2012-05-31,MC32,ASY,2012
R,2351.37091,M,BLU,117,119,59,93,22.5,2012-05-31,MC31,AHY,2012
R,2351.37433,M,BLU,116,119,47,91,20.6,2012-05-31,SL9,AHY,2012
R,2351.37439,F,BLU,118,120,49,92,20,2012-05-31,SL12,ASY,2012
R,2351.37456,M,BLU,116,116,54,91,21.8,2012-05-31,SL5,AHY,2012
R,2351.37485,F,BLU,112,115,55,90,21.8,2012-05-31,SL23,ASY,2012
R,2351.37487,F,BLU,110,111,55,87,21.3,2012-05-31,SL69,ASY,2012
R,2351.37495,M,BLU,112,117,45,89,19.5,2012-05-31,SL69,AHY,2012
R,2351.37508,F,BLU,114,116,54,89,21.4,2012-05-31,SL65,ASY,2012
R,2351.37955,M,BLU,120,123,49,93,20.9,2012-05-31,SL70,AHY,2012
R,2401.77127,F,BLU,112,114,52,88,22.5,2012-05-31,MC31,ASY,2012
R,2401.77156,M,BLU,118,120,59,95,22.1,2012-05-31,MC52,AHY,2012
B,2401.77171,M,BLU,121,123,58,97,21.9,2012-05-31,MC74,AHY,2012
B,2401.77172,F,BLU,116,120,55,88,22.7,2012-05-31,MC34,ASY,2012
B,2401.77228,F,BLU,116,118,52,91,22.2,2012-05-31,SL9,ASY,2012
R,2401.77963,F,BLU,113,115,56,91,19.9,2012-05-31,MC52,ASY,2012
R,2401.78062,F,BLU,112,115,52,88,19.9,2012-05-31,PT10K,ASY,2012
R,2351.33716,F,BLU,112,118,53,90,20.3,2012-05-31,PT17D,ASY,2012
R,2351.37214,M,BLU,117,121,58,94,20.6,2012-05-31,PT17D,AHY,2012
R,1881.04234,M,BLU,121,125,56,98,22,2012-05-31,PT2F,AHY,2012
R,2351.39702,F,BLU,112,117,56,91,20.9,2012-05-31,PT2F,ASY,2012
R,2351.37128,M,BLU,120,124,58,97,21.2,2012-05-31,PT2J,AHY,2012
B,2401.78088,F,BLU,114,117,51,92,21.4,2012-05-31,PT2J,ASY,2012
R,2171.20075,F,BLU,116,120,55,91,20.4,2012-05-31,PT3J,ASY,2012
R,1771.43399,M,BLU,118,120,59,91,20.5,2012-06-02,MC23,AHY,2012
R,1881.06389,F,BLU,112,114,53,89,20.7,2012-06-02,MC25,ASY,2012
R,1881.0684,M,BLU,119,122,58,94,20.6,2012-06-02,MC11,AHY,2012
R,2221.31763,M,BLU,117,120,59,93,20.7,2012-06-02,MC25,AHY,2012
R,2221.31965,F,INT,114,116,51,87,17.2,2012-06-02,MC63,AHY,2012
R,2311.93498,M,BLU,115,117,54,89,19.1,2012-06-02,MC33,AHY,2012
R,2311.93871,F,BLU,114,115,57,91,19.8,2012-06-02,SL19,ASY,2012
R,2351.37083,F,BLU,114,118,51,88,20.4,2012-06-02,MC64,ASY,2012
R,2351.37097,F,BLU,110,114,52,87,19.9,2012-06-02,MC15,ASY,2012
R,2351.37099,F,BLU,117,119,57,93,19.9,2012-06-02,MC24,ASY,2012
R,2351.3744,F,BLU,111,113,56,89,19.7,2012-06-02,MC58,ASY,2012
R,2351.37472,F,BLU,116,119,55,92,19.1,2012-06-02,MC11,ASY,2012
R,2351.37482,F,BLU,118,119,57,93,18.1,2012-06-02,SL15,ASY,2012
R,2351.375,F,BLU,114,116,52,89,19.1,2012-06-02,SL17,ASY,2012
R,2351.37884,M,BLU,119,122,59,93,20.9,2012-06-02,MC77,AHY,2012
R,2401.77112,F,BLU,109,111,54,84,20,2012-06-02,MC39,ASY,2012
R,2401.77132,F,BLU,115,117,53,87,21.5,2012-06-02,MC75,ASY,2012
R,2401.77144,F,BLU,112,114,56,90,19.8,2012-06-02,MC33,ASY,2012
B,2401.77173,M,BLU,118,122,54,93,19.5,2012-06-02,MC10,AHY,2012
B,2401.77174,F,BLU,120,124,54,94,20.6,2012-06-02,MC10,ASY,2012
B,2401.77175,M,BLU,117,118,54,94,19.9,2012-06-02,MC75,AHY,2012
B,2401.77176,M,BLU,116,118,59,93,19.5,2012-06-02,MC15,AHY,2012
B,2401.77177,F,BLU,114,119,55,92,18.9,2012-06-02,MC77,ASY,2012
B,2401.7722,F,BLU,113,116,55,87,20.8,2012-06-02,MC23,ASY,2012
B,2401.77229,M,BLU,118,119,59,104,20.7,2012-06-02,MC53,AHY,2012
B,2401.77231,M,BLU,116,118,53,89,21,2012-06-02,MC58,AHY,2012
R,2401.77683,M,BLU,127,130,57,100,22.5,2012-06-02,MC64,AHY,2012
R,2401.77777,M,BLU,123,124,51,99,20.2,2012-06-02,SL67,AHY,2012
R,2351.37245,F,BLU,114,116,54,93,20.6,2012-06-02,PT10I,ASY,2012
B,2401.78091,M,BLU,122,127,58,102,19.94,2012-06-02,PT10I,AHY,2012
R,1881.06436,F,BLU,116,119,56,94,22.87,2012-06-02,PT11H,ASY,2012
R,2401.78051,M,BLU,119,121,53,94,20.35,2012-06-02,PT11J,AHY,2012
R,2401.78052,F,BLU,112,115,50,89,19.97,2012-06-02,PT11J,ASY,2012
R,2401.78048,M,BLU,121,126,58,100,20.3,2012-06-02,PT12J,AHY,2012
B,2401.7809,F,BLU,113,115,51,92,25.62,2012-06-02,PT12J,ASY,2012
R,1831.38403,M,BLU,126,129,60,104,21.96,2012-06-02,PT14H,AHY,2012
B,2401.78093,F,BLU,116,119,55,94,23.02,2012-06-02,PT14H,ASY,2012
R,2171.20014,M,BLU,120,122,58,96,21.4,2012-06-02,PT16H,AHY,2012
B,2401.78094,F,BLU,111,114,50,88,21.28,2012-06-02,PT16H,ASY,2012
R,1831.38421,F,BLU,122,124,60,97,20.6,2012-06-02,PT18E,ASY,2012
B,2401.78095,M,BLU,114,119,55,92,21.5,2012-06-02,PT18E,AHY,2012
R,2311.93852,F,BLU,114,117,55,89,20.8,2012-06-02,PT19F,ASY,2012
B,2401.78092,M,BLU,120,121,56,97,21.96,2012-06-02,PT19F,AHY,2012
R,1831.38503,F,BLU,111,116,56,89,19.1,2012-06-02,PT1J,ASY,2012
R,2351.39704,M,BLU,121,126,57,96,20.5,2012-06-02,PT1J,AHY,2012
R,2401.7806,M,BLU,118,122,59,95,21.1,2012-06-02,PT3J,AHY,2012
R,2351.39809,M,BLU,116,123,55,94,20.7,2012-06-02,PT4J,AHY,2012
B,2401.78089,F,BLU,113,117,55,90,21.2,2012-06-02,PT4J,ASY,2012
R,2351.39752,M,BLU,122,124,55,100,22.73,2012-06-02,PT5G,AHY,2012
B,2401.78096,F,BLU,119,121,57,97,22.1,2012-06-02,PT5G,ASY,2012
R,1771.42178,F,BLU,117,120,57,98,22.77,2012-06-02,PT7F,ASY,2012
R,2351.39712,M,BLU,121,123,57,98,22.61,2012-06-02,PT7F,AHY,2012
R,2181.78083,M,BLU,118,124,55,95,21.4,2012-06-02,PT7J,AHY,2012
R,2311.93292,F,BLU,115,120,57,92,19.5,2012-06-02,PT7J,ASY,2012
R,2351.39766,M,BLU,118,122,59,103,21.38,2012-06-02,PT8G,AHY,2012
R,2401.78056,F,BLU,110,114,53,92,19.2,2012-06-02,PT8G,ASY,2012
R,1881.06427,F,BLU,112,114,53,86,20.53,2012-06-02,PT8J,ASY,2012
R,2171.20008,M,BLU,121,125,57,98,21.2,2012-06-02,PT8K,AHY,2012
R,2401.78083,F,BLU,116,119,55,94,20.3,2012-06-02,PT8K,ASY,2012
R,2401.78053,M,BLU,116,119,51,92,22.02,2012-06-02,PT9H,AHY,2012
R,2351.39714,M,BLU,121,124,59,98,21,2012-06-02,PT9K,AHY,2012
R,1881.06072,F,BLU,113,114,54,88,19.2,2012-06-03,SL41,ASY,2012
R,1881.06971,M,BLU,111,119,57,93,20.3,2012-06-03,SL61,AHY,2012
R,1881.06986,F,BLU,109,112,50,84,20.5,2012-06-03,SL25,ASY,2012
R,2311.93288,F,BLU,118,122,56,93,22.4,2012-06-03,SL26,ASY,2012
R,2351.37434,M,BLU,109,111,53,86,21.7,2012-06-03,SL61,AHY,2012
R,2351.37449,F,BLU,113,115,53,91,24,2012-06-03,SL45,ASY,2012
R,2351.37474,F,BLU,113,118,56,90,22.2,2012-06-03,SL27,ASY,2012
R,2351.37483,F,BLU,114,115,54,90,20.2,2012-06-03,SL79,ASY,2012
R,2351.37486,M,BLU,121,122,58,95,21,2012-06-03,SL45,AHY,2012
R,2351.37581,F,BLU,110,117,56,89,20,2012-06-03,SL62,ASY,2012
R,2401.77164,F,BLU,110,113,53,91,20.3,2012-06-03,SL30,ASY,2012
B,2401.77178,M,BLU,122,125,58,97,21.8,2012-06-03,SL25,AHY,2012
B,2401.77232,M,BLU,117,122,56,93,22.7,2012-06-03,SL48,AHY,2012
B,2401.77233,M,BLU,117,120,55,92,21.3,2012-06-03,SL44,AHY,2012
B,2401.77234,F,BLU,110,114,51,90,20.2,2012-06-03,SL48,ASY,2012
B,2401.77235,M,BLU,112,118,54,94,22,2012-06-03,SL47,AHY,2012
B,2401.77236,F,BLU,113,116,53,88,21.7,2012-06-03,SL44,ASY,2012
B,2401.77237,F,BLU,108,113,58,87,19.5,2012-06-03,SL42,ASY,2012
B,2401.77238,M,BLU,116,119,55,89,20.1,2012-06-03,SL41,AHY,2012
R,2401.77239,M,BLU,120,123,57,96,21.8,2012-06-03,SL26,AHY,2012
R,2401.80038,M,BLU,113,117,53,88,21.5,2012-06-03,SL30,AHY,2012
R,2401.88024,F,INT,107,112,50,87,20.3,2012-06-03,SL64,ASY,2012
R,2511.6708,M,BLU,119,121,55,91,21,2012-06-03,SL65,AHY,2012
R,1831.38635,M,BLU,117,121,60,95,21.6,2012-06-04,MC63,AHY,2012
R,1831.3866,M,BLU,119,121,61,95,20.9,2012-06-04,MC39,AHY,2012
R,1881.06926,F,BLU,110,111,56,85,19,2012-06-04,SL56,ASY,2012
R,2171.20084,M,BLU,115,118,56,93,19.7,2012-06-04,SL3,AHY,2012
R,2171.20098,F,BLU,115,116,59,92,19.7,2012-06-04,SL33,ASY,2012
R,2311.93484,M,BLU,119,121,58,95,20.5,2012-06-04,MC60,AHY,2012
R,2351.37309,M,BLU,116,118,57,89,21.2,2012-06-04,SL74,AHY,2012
R,2351.37441,F,BLU,115,116,59,89,20.7,2012-06-04,SL7,ASY,2012
R,2351.37459,M,BLU,119,121,60,93,21.6,2012-06-04,SL56,AHY,2012
R,2351.37494,F,BLU,115,117,57,94,21.3,2012-06-04,SL6,ASY,2012
R,2351.37574,F,BLU,110,112,54,89,20.2,2012-06-04,SL58,ASY,2012
R,2351.37597,F,BLU,112,114,56,89,20.9,2012-06-04,SL74,ASY,2012
R,2351.37691,M,BLU,119,121,59,97,20.3,2012-06-04,MC24,AHY,2012
R,2351.3793,M,BLU,117,119,56,95,20.7,2012-06-04,SL33,AHY,2012
B,2401.77179,F,BLU,118,120,52,95,20.9,2012-06-04,MC14,ASY,2012
B,2401.7718,F,BLU,110,114,53,87,19.5,2012-06-04,MC80,ASY,2012
B,2401.77181,F,BLU,114,117,57,90,19.9,2012-06-04,MC60,ASY,2012
R,2401.77205,F,BLU,115,117,56,89,20.9,2012-06-04,SL24,ASY,2012
R,2401.77219,M,BLU,118,119,58,95,22.2,2012-06-04,SL76,AHY,2012
B,2401.7724,M,BLU,118,119,57,90,20.7,2012-06-04,SL58,AHY,2012
B,2401.77241,F,BLU,115,116,56,94,19.5,2012-06-04,SL3,ASY,2012
B,2401.77242,M,BLU,119,121,55,95,20.8,2012-06-04,SL24,AHY,2012
B,2401.77243,M,BLU,117,119,58,95,20.5,2012-06-04,SL7,AHY,2012
R,2401.77598,M,BLU,117,119,57,94,19.8,2012-06-04,MC34,AHY,2012
R,1881.06321,F,BLU,113,116,55,91,20.24,2012-06-04,PT10G,ASY,2012
R,2401.78081,M,BLU,117,119,55,93,20.63,2012-06-04,PT10G,AHY,2012
R,2401.73078,M,BLU,118,122,54,94,19.61,2012-06-04,PT10K,AHY,2012
R,1881.06295,M,BLU,121,125,56,99,21.63,2012-06-04,PT11G,AHY,2012
R,2171.2007,F,BLU,109,111,52,86,21.41,2012-06-04,PT11G,ASY,2012
R,2351.37278,F,BLU,117,120,56,93,21.99,2012-06-04,PT11K,ASY,2012
R,2351.39842,F,BLU,113,116,54,91,20.55,2012-06-04,PT11K,ASY,2012
R,2311.93804,M,BLU,120,124,56,96,21.71,2012-06-04,PT12H,AHY,2012
B,2401.78099,F,BLU,116,120,58,92,22.53,2012-06-04,PT12H,ASY,2012
R,2171.20058,M,BLU,116,121,56,95,19.24,2012-06-04,PT12I,AHY,2012
B,2401.78098,F,BLU,112,116,55,90,20.29,2012-06-04,PT12I,ASY,2012
R,2351.39808,F,BLU,112,115,53,90,22.21,2012-06-04,PT13G,ASY,2012
R,2171.20052,F,BLU,112,115,54,90,20.96,2012-06-04,PT13I,ASY,2012
R,2171.20058,M,BLU,118,121,56,96,19.46,2012-06-04,PT13I,AHY,2012
R,2181.78261,M,BLU,123,126,58,98,21.77,2012-06-04,PT13J,AHY,2012
R,2401.78049,F,BLU,123,126,57,93,19.67,2012-06-04,PT13J,ASY,2012
R,2351.37002,M,BLU,115,117,54,90,21.16,2012-06-04,PT15G,AHY,2012
B,2401.78329,F,BLU,113,116,54,90,20.03,2012-06-04,PT15G,ASY,2012
B,2401.781,F,BLU,114,116,56,92,19.8,2012-06-04,PT15H,ASY,2012
R,2311.93868,M,BLU,116,120,55,95,20.26,2012-06-04,PT15I,AHY,2012
R,2351.39708,F,BLU,113,116,54,92,22.08,2012-06-04,PT15I,ASY,2012
R,2351.39829,F,BLU,112,116,54,91,19.67,2012-06-04,PT17G,ASY,2012
R,1881.06307,F,BLU,113,116,56,91,22.64,2012-06-04,PT1I,ASY,2012
R,2351.37123,M,BLU,115,119,57,95,21.15,2012-06-04,PT1I,AHY,2012
R,1831.39074,M,BLU,121,124,68,102,20.72,2012-06-04,PT5J,AHY,2012
B,2401.78097,F,BLU,113,116,54,90,21.4,2012-06-04,PT5J,ASY,2012
R,2351.39713,M,BLU,122,126,58,99,19.69,2012-06-04,PT8J,AHY,2012
R,1771.43207,M,BLU,113,116,52,89,21.34,2012-06-04,PT9F,AHY,2012
B,2401.78331,F,BLU,117,119,55,94,24.39,2012-06-04,PT9F,ASY,2012
R,2351.37008,F,BLU,117,119,56,94,23.07,2012-06-04,PT9G,ASY,2012
R,2401.78064,F,BLU,112,115,54,89,20.98,2012-06-04,PT9H,ASY,2012
R,1831.38713,F,BLU,110,112,54,87,20.1,2012-06-05,SL76,ASY,2012
R,1881.06966,M,BLU,118,119,58,92,21.3,2012-06-05,SL19,AHY,2012
R,2311.93057,M,BLU,120,124,59,99,20.1,2012-06-05,SL79,AHY,2012
R,2311.9349,M,BLU,118,119,57,93,21.8,2012-06-05,SL46,AHY,2012
R,2311.93872,F,BLU,117,118,54,91,20.8,2012-06-05,SL51,ASY,2012
R,2311.93972,F,BLU,114,115,56,90,20.5,2012-06-05,SL53,ASY,2012
R,2351.37427,F,BLU,115,117,56,93,19.6,2012-06-05,SL38,ASY,2012
R,2351.37491,F,BLU,113,114,54,86,18.7,2012-06-05,SL47,ASY,2012
R,2351.37493,M,BLU,119,121,57,94,19.8,2012-06-05,SL23,AHY,2012
R,2351.37496,M,BLU,112,114,52,92,22,2012-06-05,SL34,AHY,2012
R,2351.37503,F,BLU,113,115,52,90,23.2,2012-06-05,SL46,ASY,2012
R,2351.37903,M,BLU,114,117,57,91,20.3,2012-06-05,SL71,AHY,2012
R,2401.77203,M,BLU,119,122,61,95,21.3,2012-06-05,SL14,AHY,2012
B,2401.77244,F,BLU,110,111,56,87,18.7,2012-06-05,SL34,ASY,2012
B,2401.77245,M,BLU,119,121,56,95,21.5,2012-06-05,SL27,AHY,2012
B,2401.77246,F,BLU,115,118,59,95,21.3,2012-06-05,SL71,ASY,2012
B,2401.77247,F,BLU,117,118,58,94,22.7,2012-06-05,SL29,ASY,2012
B,2401.77248,M,BLU,112,114,56,92,19.8,2012-06-05,SL29,AHY,2012
R,2351.39846,M,BLU,115,118,57,92,21,2012-06-05,PT10H,AHY,2012
R,2311.9362,M,BLU,117,120,55,95,20.74,2012-06-05,PT13G,AHY,2012
R,1831.38412,M,BLU,125,128,59,102,21.22,2012-06-05,PT13H,AHY,2012
R,2401.7808,F,BLU,112,115,54,89,20.93,2012-06-05,PT13H,ASY,2012
R,2401.78072,F,BLU,114,117,57,92,21.99,2012-06-05,PT14F,ASY,2012
R,2351.37003,M,BLU,118,121,56,94,20.57,2012-06-05,PT15H,AHY,2012
B,2401.78332,F,BLU,113,117,57,90,19.43,2012-06-05,PT18F,ASY,2012
R,1881.0654,M,BLU,122,126,56,98,21.29,2012-06-05,PT4I,AHY,2012
R,2351.39717,F,BLU,117,119,57,93,21.79,2012-06-05,PT4I,ASY,2012
R,1831.38676,F,BLU,115,117,57,88,20.7,2012-06-06,MC79,ASY,2012
R,2311.93145,F,BLU,113,115,55,90,17.7,2012-06-06,MC49,ASY,2012
R,2321.0519,F,BLU,110,112,55,90,21.3,2012-06-06,MC48,ASY,2012
R,2351.37606,M,BLU,118,119,56,92,20.8,2012-06-06,MC47,AHY,2012
R,2351.3763,M,BLU,115,119,58,94,22,2012-06-06,MC38,AHY,2012
R,2351.37937,F,BLU,108,110,52,84,17.1,2012-06-06,MC38,ASY,2012
R,2401.77114,M,BLU,114,118,60,92,20.3,2012-06-06,MC79,AHY,2012
R,2401.7712,M,BLU,115,117,55,93,20.4,2012-06-06,MC26,AHY,2012
R,2401.77121,F,BLU,115,119,57,89,19.7,2012-06-06,MC67,ASY,2012
R,2401.77123,M,BLU,119,122,55,93,21.7,2012-06-06,MC2,AHY,2012
R,2401.77128,F,BLU,113,116,54,90,18.7,2012-06-06,MC54,ASY,2012
R,2401.77129,M,BLU,116,118,58,91,20.5,2012-06-06,MC54,AHY,2012
R,2401.7713,M,BLU,120,122,58,97,21.9,2012-06-06,MC28,AHY,2012
R,2401.77131,M,BLU,121,124,55,96,21.3,2012-06-06,MC19,AHY,2012
R,2401.7714,M,BLU,120,125,57,97,20.5,2012-06-06,MC16,AHY,2012
R,2401.77141,F,BLU,117,120,56,90,18.9,2012-06-06,MC47,ASY,2012
R,2401.77149,M,BLU,118,121,55,95,20.5,2012-06-06,MC40,AHY,2012
R,2401.77155,F,BLU,114,116,52,91,19.8,2012-06-06,MC2,ASY,2012
R,2401.7716,F,BLU,109,113,55,89,20.4,2012-06-06,MC6,ASY,2012
R,2401.77165,F,BLU,112,116,59,93,19.8,2012-06-06,MC19,ASY,2012
B,2401.77182,F,BLU,116,118,62,93,19.7,2012-06-06,MC36,ASY,2012
B,2401.77183,F,BLU,112,116,53,90,18.7,2012-06-06,MC26,ASY,2012
B,2401.77184,F,BLU,108,112,53,88,20.2,2012-06-06,MC16,ASY,2012
B,2401.77185,M,BLU,113,119,56,90,20.8,2012-06-06,MC6,AHY,2012
B,2401.77186,F,BLU,112,116,56,94,20.2,2012-06-06,MC28,ASY,2012
B,2401.77187,F,BLU,112,116,53,88,19.2,2012-06-06,MC40,ASY,2012
B,2401.77188,M,BLU,115,119,60,92,21.4,2012-06-06,MC37,AHY,2012
R,2401.7722,F,BLU,114,118,56,91,19.7,2012-06-06,MC23,ASY,2012
R,2401.801,F,INT,114,115,53,91,20,2012-06-06,MC37,AHY,2012
R,2351.37187,F,BLU,111,114,54,98,21.46,2012-06-06,PT10J,ASY,2012
R,1881.06429,M,BLU,120,123,56,97,22.37,2012-06-06,PT11K,AHY,2012
R,1831.38581,F,BLU,115,118,59,94,21.68,2012-06-06,PT15F,ASY,2012
R,2401.78086,M,BLU,123,126,59,99,21.85,2012-06-06,PT15F,AHY,2012
R,2171.20032,M,BLU,120,122,55,97,20.88,2012-06-06,PT16I,AHY,2012
R,2351.37012,F,BLU,112,115,54,92,22.25,2012-06-06,PT16I,ASY,2012
R,2351.37007,M,BLU,117,120,58,95,21.55,2012-06-06,PT9G,AHY,2012
R,1881.06936,M,BLU,120,122,54,96,20.7,2012-06-07,SL17,AHY,2012
R,2311.9387,F,BLU,114,115,56,89,20.8,2012-06-07,SL55,ASY,2012
R,2351.30152,M,BLU,119,121,57,96,20.6,2012-06-07,SL51,AHY,2012
R,2351.37406,M,BLU,119,120,60,93,18.8,2012-06-07,SL2,AHY,2012
R,2351.37436,M,BLU,119,121,59,92,20.9,2012-06-07,SL6,AHY,2012
R,2351.3745,M,BLU,116,117,55,88,20.3,2012-06-07,SL11,AHY,2012
R,2351.37457,M,BLU,118,120,56,92,20.7,2012-06-07,SL62,AHY,2012
R,2351.3748,F,BLU,114,115,56,88,19,2012-06-07,SL50,ASY,2012
R,2351.37488,F,BLU,115,117,60,88,19.9,2012-06-07,SL10,ASY,2012
R,2351.37489,M,BLU,110,111,54,86,19.4,2012-06-07,SL11,AHY,2012
R,2401.77104,F,BLU,111,115,57,86,20.4,2012-06-07,SL49,ASY,2012
R,2401.77209,M,BLU,114,116,60,93,21.3,2012-06-07,SL49,AHY,2012
R,2401.7721,M,BLU,118,119,53,90,21.8,2012-06-07,SL50,AHY,2012
R,2401.77249,M,BLU,115,117,56,94,20.5,2012-06-07,SL64,AHY,2012
B,2401.7725,M,BLU,115,117,55,96,22.5,2012-06-07,SL10,AHY,2012
B,2401.77251,F,BLU,111,113,55,89,21.1,2012-06-07,SL2,ASY,2012
B,2401.77252,F,BLU,115,117,55,92,20.3,2012-06-07,SL59,ASY,2012
R,2511.67204,M,BLU,112,113,53,87,18.7,2012-06-07,SL55,AHY,2012
R,2351.39707,F,BLU,116,119,52,91,19.6,2012-06-07,PT11I,ASY,2012
R,2401.78145,M,BLU,118,120,56,92,20.9,2012-06-07,PT11I,AHY,2012
R,2311.9367,F,INT,119,122,56,93,22.2,2012-06-07,PT14I,AHY,2012
B,2401.78333,M,BLU,125,127,59,97,20.9,2012-06-07,PT14I,AHY,2012
R,2351.39705,F,BLU,118,120,54,91,22,2012-06-07,PT15J,ASY,2012
B,2401.78334,M,BLU,118,121,57,94,21.9,2012-06-07,PT15J,AHY,2012
R,2401.78085,F,BLU,118,120,55,92,21,2012-06-07,PT16J,ASY,2012
R,2311.93844,F,BLU,119,123,55,93,20.8,2012-06-07,PT9J,ASY,2012
R,1771.43292,F,BLU,114,116,53,90,19.4,2012-06-08,MC27,ASY,2012
R,1881.06925,M,BLU,114,117,55,95,21.7,2012-06-08,SL38,AHY,2012
R,2181.58453,F,BLU,110,112,52,89,21,2012-06-08,SL77,ASY,2012
R,2221.31946,F,BLU,117,119,60,91,18.7,2012-06-08,MC76,ASY,2012
R,2311.93485,M,BLU,122,125,57,98,22.4,2012-06-08,SL52,AHY,2012
R,2351.37466,F,BLU,115,116,57,93,20.2,2012-06-08,SL78,ASY,2012
R,2351.37538,F,BLU,108,110,55,86,18.6,2012-06-08,SL52,ASY,2012
R,2351.37714,F,BLU,111,112,54,88,21.9,2012-06-08,SL16,ASY,2012
R,2351.37931,M,BLU,116,119,56,92,20.5,2012-06-08,SL16,AHY,2012
R,2401.77147,M,BLU,117,119,59,94,20.5,2012-06-08,MC36,AHY,2012
R,2401.77154,M,BLU,111,117,54,92,19,2012-06-08,MC22,AHY,2012
R,2401.77157,F,BLU,110,112,54,87,18.2,2012-06-08,MC41,ASY,2012
R,2401.77158,M,BLU,115,117,53,91,18.6,2012-06-08,MC41,AHY,2012
R,2401.77168,M,BLU,116,120,55,90,19.3,2012-06-08,MC1,AHY,2012
B,2401.77189,M,BLU,119,125,57,99,20.8,2012-06-08,MC38,AHY,2012
B,2401.7719,M,BLU,116,120,56,95,19.9,2012-06-08,MC70,AHY,2012
B,2401.77191,F,INT,108,112,53,89,19.1,2012-06-08,MC70,AHY,2012
B,2401.77192,F,BRN,114,118,54,92,21.6,2012-06-08,MC22,ASY,2012
B,2401.77253,M,BLU,112,115,55,90,19.3,2012-06-08,SL78,AHY,2012
B,2401.77254,M,BLU,117,118,57,95,20.7,2012-06-08,SL77,AHY,2012
R,2401.78068,F,BLU,115,117,57,89,21.1,2012-06-08,PT12G,ASY,2012
R,2351.37179,F,BLU,110,112,52,88,18.2,2012-06-08,PT14G,ASY,2012
R,2351.37231,M,BLU,121,123,58,92,19.4,2012-06-08,PT14G,AHY,2012
R,2351.39702,F,BLU,115,118,56,90,18.5,2012-06-08,PT16F,ASY,2012
